479	312134	18	16
480	312272	16	11
481	312382	57	16
482	312641	140	70
483	313398	226	78
484	314519	45	28
485	314811	54	25
486	315102	5	3
487	315138	1	1
488	315151	40	14
489	315358	25	18
490	315522	33	20
491	315733	260	51
492	316827	18	12
493	316950	6	4
494	316995	4	3
495	317028	11	5
496	317096	5	2
497	317126	8	5
498	317187	110	56
499	317806	49	33
500	318122	6	5
501	318173	28	23
502	318391	72	39
503	318839	26	17
504	319014	5	3
505	319052	4	3
506	319086	106	36
507	319601	68	45
508	320033	9	4
509	320095	49	17
510	320358	59	18
511	320654	7	3
512	320694	114	62
513	321354	3	2
514	321378	4	4
515	321416	210	81
516	322423	125	55
517	323077	91	35
518	323549	103	43
519	324099	235	65
520	325070	153	51
521	325821	100	50
522	326365	279	21
523	327384	187	63
524	328261	57	18
525	328522	27	8
526	328643	92	18
527	329024	223	63
528	330094	9	2
529	330153	222	26
530	330881	7	6
531	330944	38	18
532	331160	1151	125
533	335006	96	32
534	335506	95	40
535	336008	140	44
536	336646	207	88
537	337691	20	14
538	337827	405	47
539	339176	1	1
540	339189	2	2
541	339211	35	8
542	339377	119	62
543	340030	71	38
544	340453	36	27
545	340706	9	8
546	340784	26	6
547	340917	8	5
548	340967	72	39
549	341402	344	82
550	342844	130	75
551	343517	8	5
552	343571	40	8
553	343732	41	27
554	344006	92	40
555	344512	62	30
556	344856	120	56
557	345475	5	5
558	345520	19	11
559	345647	17	13
560	345776	92	19
561	346155	90	51
562	346684	1	1
563	346697	28	18
564	346875	66	28
565	347208	17	9
566	347305	129	52
567	347931	74	47
568	348385	159	69
569	349173	20	10
570	349303	26	20
571	349481	30	20
572	349690	7	6
573	349749	34	18
574	349946	10	9
575	350028	135	53
576	350723	4	3
577	350756	3	3
578	350787	16	6
579	350870	11	3
580	350931	75	17
581	351191	295	106
582	352617	6	5
583	352673	16	8
584	352782	142	52
585	353530	62	37
586	353909	6	5
587	353960	4	3
588	353997	174	117
589	355001	55	27
590	355322	5	2
591	355355	72	9
592	355643	11	2
593	355691	20	16
594	355834	192	64
595	356752	1	1
596	356765	10	3
597	356821	296	93
598	358152	46	32
599	358457	39	20
600	358695	15	12
601	358814	86	9
602	359122	27	20
603	359313	113	52
604	359910	76	43
605	360371	13	10
606	360470	6	3
607	360514	19	14
608	360653	18	12
609	360770	3	3
610	360801	25	3
611	360907	1	1
612	360920	15	8
613	361018	2	2
614	361039	1	1
615	361052	18	3
616	361131	1	1
617	361144	89	50
618	361647	1	1
619	361660	61	18
620	361951	5	4
621	361993	10	5
622	362059	11	8
623	362140	1	1
624	362153	2	2
625	362176	146	48
626	362881	5	5
627	362927	2	2
628	362949	16	2
629	363019	27	2
630	363128	5	2
631	363161	10	3
632	363222	3	3
633	363254	1	1
634	363267	50	35
635	363597	6	6
636	363654	7	6
637	363709	25	20
638	363890	49	7
639	364092	263	46
640	365162	200	54
641	366006	28	3
642	366124	124	55
643	366827	12	12
644	366930	87	7
645	367218	46	15
646	367441	30	22
647	367657	46	21
648	367918	15	9
649	368026	115	48
650	368617	17	7
651	368717	2	2
652	368740	4	3
653	368776	17	2
654	368848	1	1
655	368861	1	1
656	368874	14	12
657	368987	9	8
658	369064	35	7
659	369229	44	34
660	369523	194	66
661	370424	12	10
662	370518	29	18
663	370705	29	20
664	370893	60	29
665	371234	115	52
666	371826	36	21
667	372045	67	9
668	372336	153	65
669	373151	6	3
670	373192	22	6
671	373321	50	20
672	373569	3	2
673	373594	722	121
674	376118	53	26
675	376397	744	66
676	379097	260	86
677	380320	150	69
678	381133	49	10
679	381358	3	3
680	381390	2	2
681	381412	105	42
682	381940	38	8
683	382134	1	1
684	382147	37	8
685	382317	5	2
686	382354	20	13
687	382500	4	4
688	382540	13	12
689	382645	50	33
690	382982	363	73
691	384440	1	1
692	384453	1	1
693	384466	241	49
694	385553	165	60
695	386353	1	1
696	386366	31	24
697	386584	215	48
698	387458	9	9
699	387536	11	9
700	387623	66	31
701	387968	31	27
702	388197	146	31
703	388772	161	61
704	389597	3	3
705	389628	1	1
706	389641	69	18
707	389964	82	35
708	390416	491	128
709	392597	253	59
710	393771	106	58
711	394374	1	1
712	394387	1	1
713	394400	31	19
714	394598	34	26
715	394836	23	17
716	394998	6	4
717	395047	53	36
718	395397	5	4
719	395438	72	16
720	395771	12	6
721	395847	53	35
722	396186	35	19
723	396407	14	5
724	396498	2	2
725	396520	1	1
726	396533	62	26
727	396890	181	80
728	397867	7	6
729	397928	4	3
730	397963	12	10
731	398054	16	10
732	398163	24	2
733	398253	377	140
734	400015	1	1
735	400028	31	17
736	400211	89	67
737	400779	26	17
738	400944	1	1
739	400957	76	14
740	401287	3	2
741	401313	36	7
742	401475	12	4
743	401540	28	14
744	401689	1	1
745	401702	36	23
746	401939	32	21
747	402143	12	7
748	402227	17	11
749	402344	30	8
750	402495	125	49
751	403174	72	41
752	403599	12	7
753	403680	10	9
754	403758	140	54
755	404456	257	64
756	405561	21	18
757	405709	32	23
758	405918	34	21
759	406135	2	2
760	406156	25	21
761	406347	5	5
762	406394	2459	90
763	413207	80	44
764	413666	26	19
765	413845	3	3
766	413873	5	4
767	413916	2	2
768	413938	6	6
769	413994	6	4
770	414041	1	1
771	414054	2	2
772	414077	138	89
773	414873	6	6
774	414929	8	8
775	415000	106	77
776	415599	85	49
777	416050	345	102
778	417638	460	101
779	419435	7	3
780	419478	5	3
781	419517	59	35
782	419875	56	23
783	420175	41	17
784	420381	29	19
785	420566	20	9
786	420678	290	70
787	421962	9	3
788	422009	459	92
789	423972	13	5
790	424043	146	45
791	424746	241	99
792	425886	85	39
793	426354	99	68
794	426951	50	25
795	427244	18	14
796	427378	16	12
797	427496	9	8
798	427569	99	35
799	428069	344	87
800	429416	19	17
801	429567	2	1
802	429585	178	50
803	430349	71	37
804	430765	2	1
805	430783	4	2
806	430814	7	4
807	430865	20	13
808	431005	5	3
809	431043	4	2
810	431072	3	2
811	431099	53	8
812	431300	2	1
813	431318	14	8
814	431416	9	5
815	431473	2	1
816	431491	224	127
817	432668	82	49
818	433162	4	3
819	433199	6	3
820	433239	9	6
821	433306	9	5
822	433368	84	35
823	433800	182	70
824	434716	10	7
825	434793	49	47
826	435140	6	3
827	435184	5	3
828	435221	20	7
829	435333	11	5
830	435399	1	1
831	435413	31	8
832	435571	96	35
833	435990	21	14
834	436129	118	15
835	436492	1	1
836	436506	56	24
837	436813	1	1
838	436827	4164	100
839	448256	3	3
840	448289	32	26
841	448525	9	7
842	448599	66	45
843	449035	31	17
844	449219	2	1
845	449237	84	33
846	449694	2	2
847	449717	1	1
848	449731	1	1
849	449745	1	1
850	449759	87	37
851	450217	6	6
852	450272	1	1
853	450286	5	5
854	450332	1	1
855	450346	1	1
856	450360	62	23
857	450695	46	18
858	450953	94	58
859	451531	56	16
860	451783	5	2
861	451815	1	1
862	451829	1	1
863	451843	1	1
864	451857	1	1
865	451871	1	1
866	451885	1	1
867	451899	1	1
868	451913	1	1
869	451927	1	1
870	451941	1	1
871	451955	1	1
872	451969	1	1
873	451983	1	1
874	451997	2	2
875	452019	49	21
876	452296	7	2
877	452342	4	3
878	452380	2	2
879	452404	1	1
880	452418	2	2
881	452442	1	1
882	452456	1	1
883	452470	1	1
884	452484	2	2
885	452507	1	1
886	452521	1	1
887	452535	1	1
888	452549	1	1
889	452563	4	2
890	452593	1	1
891	452607	1	1
892	452621	11	5
893	452686	1	1
894	452700	6	5
895	452754	151	62
896	453537	1	1
897	453551	1	1
898	453565	30	5
899	453674	13	13
900	453781	1	1
901	453795	1	1
902	453809	3	1
903	453827	4	2
904	453853	68	19
905	454188	101	13
906	454625	31	24
907	454798	35	27
908	455026	43	26
909	455291	105	50
910	455828	433	98
911	457472	40	7
912	457663	1	1
913	457675	4	1
914	457697	14	10
915	457792	22	11
916	457917	286	62
917	459061	2	2
918	459083	18	11
919	459207	3	2
920	459233	81	45
921	459684	47	30
922	459975	298	48
923	461179	1	1
924	461191	5	5
925	461236	9	8
926	461311	3	3
927	461339	4	2
928	461365	1	1
929	461377	59	27
930	461718	2	1
931	461734	3	2
932	461759	10	7
933	461831	67	49
934	462238	1	1
935	462250	80	8
936	462556	1	1
937	462568	489	59
938	464391	346	126
939	466050	35	15
940	466235	2	1
941	466251	8	1
942	466287	10	7
943	466358	1	1
944	466370	37	13
945	466572	6	3
946	466612	21	8
947	466727	73	27
948	467075	1	1
949	467087	1	1
950	467099	1	1
951	467111	20	14
952	467248	353	115
953	468754	16	7
954	468858	5	2
955	468890	115	46
956	469486	17	13
957	469610	156	62
958	470368	174	21
959	471062	2	1
960	471079	5	1
961	471105	2995	166
962	480063	14	11
963	480161	2	2
964	480185	84	16
965	480562	1	1
966	480575	2	2
967	480597	4	3
968	480634	17	10
969	480745	2394	125
970	486983	218	33
971	487895	278	21
972	488885	385	57
973	490440	83	23
974	490821	2	2
975	490843	26	20
976	491021	218	53
977	492015	224	95
978	493164	31	14
979	493344	55	30
980	493672	349	72
981	495188	143	46
982	495894	81	27
983	496301	28	20
984	496502	13	9
985	496598	4	4
986	496639	25	12
987	496790	115	35
988	497297	8	7
989	497365	28	18
990	497547	27	18
991	497732	102	36
992	498218	55	17
993	498493	10	7
994	498567	372	103
995	500248	45	10
996	500491	6	4
997	500536	790	189
998	503877	50	31
999	504184	1	1
1000	504197	3	2
1001	504224	6	5
1002	504276	31	22
1003	504491	42	26
1004	504745	149	63
1005	505505	36	24
1006	505739	28	16
1007	505918	133	59
1008	506598	151	47
1009	507323	5	4
1010	507368	252	6
1011	508310	1	1
1012	508324	68	25
1013	508672	12	9
1014	508760	9	7
1015	508832	267	69
1016	510049	111	58
1017	510675	150	39
1018	511307	137	54
1019	511994	20	13
1020	512133	12	4
1021	512198	197	59
1022	513132	15	9
1023	513242	168	76
1024	514128	235	87
1025	515266	162	46
1026	515997	59	41
1027	516366	40	16
1028	516578	13	9
1029	516674	1	1
1030	516688	10	7
1031	516773	80	34
1032	517174	166	68
1033	517980	145	53
1034	518691	5	4
1035	518732	8	5
1036	518794	521	34
1037	520773	2	2
1038	520795	10	8
1039	520870	40	17
1040	521082	2	2
1041	521105	37	25
1042	521350	5	1
1043	521378	20	8
1044	521487	34	18
1045	521700	345	76
1046	523102	5	3
1047	523142	123	56
1048	523815	2	1
1049	523833	15	9
1050	523940	2	1
1051	523958	59	34
1052	524320	10	6
1053	524390	17	9
1054	524508	4	1
1055	524533	1	1
1056	524547	1	1
1057	524561	94	32
1058	525048	4	3
1059	525083	14	10
1060	525182	4	4
1061	525224	8	4
1062	525276	41	17
1063	525511	103	64
1064	526140	4	3
1065	526175	105	6
1066	526468	28	19
1067	526660	67	13
1068	526926	1	1
1069	526940	17	11
1070	527054	38	15
1071	527248	4	1
1072	527271	6	5
1073	527325	19	15
1074	527462	64	37
1075	527829	99	48
1076	528387	219	110
1077	529423	20	20
1078	529584	173	68
1079	530405	150	37
1080	531111	1	1
1081	531125	6	2
1082	531170	343	57
1083	532533	72	41
1084	532936	433	132
1085	534823	24	18
1086	534987	17	13
1087	535116	12	3
1088	535183	123	48
1089	535737	305	38
1090	536882	61	39
1091	537281	24	12
1092	537430	1	1
1093	537444	13	6
1094	537523	38	23
1095	537763	66	38
1096	538171	6	3
1097	538211	206	74
1098	539190	14	5
1099	539274	1	1
1100	539288	13	8
1101	539383	1	1
1102	539397	76	59
1103	539898	105	48
1104	540476	71	36
1105	540879	43	26
1106	541151	40	31
1107	541426	104	61
1108	542027	109	36
1109	542522	28	9
1110	542675	52	14
1111	542941	54	24
1112	543261	12	6
1113	543347	345	64
1114	544757	5	5
1115	544804	164	43
1116	545486	515	54
1117	547485	90	30
1118	547967	790	27
1119	549812	1	1
1120	549826	80	21
1121	550177	18	10
1122	550299	6	4
1123	550350	90	57
1124	550891	21	16
1125	551049	98	16
1126	551484	2	1
1127	551501	35	23
1128	551728	36	18
1129	551945	7	7
1130	552013	19	9
1131	552127	3	3
1132	552159	5	4
1133	552204	1	1
1134	552218	1	1
1135	552232	1	1
1136	552246	1	1
1137	552260	39	27
1138	552519	16	11
1139	552631	57	15
1140	552916	20	16
1141	553074	14	7
1142	553163	1	1
1143	553177	2	2
1144	553199	2200	52
1145	558741	39	19
1146	558973	12	6
1147	559049	1	1
1148	559063	3	2
1149	559089	5	5
1150	559138	86	42
1151	559604	16	12
1152	559719	36	28
1153	559976	110	43
1154	560547	57	39
1155	560923	22	16
1156	561075	1	1
1157	561089	4	4
1158	561128	224	104
1159	562304	72	47
1160	562764	80	29
1161	563174	13	9
1162	563265	31	13
1163	563453	578	81
1164	565729	10	9
1165	565812	2	1
1166	565830	40	20
1167	566069	6	2
1168	566106	1	1
1169	566120	1	1
1170	566134	40	24
1171	566376	97	47
1172	566928	43	23
1173	567188	1	1
1174	567202	34	19
1175	567413	53	17
1176	567680	7	6
1177	567741	133	53
1178	568413	1	1
1179	568427	1	1
1180	568441	83	48
1181	568942	28	12
1182	569114	105	50
1183	569665	174	76
1184	570533	28	19
1185	570731	2	2
1186	570755	76	43
1187	571224	274	38
1188	572276	6	6
1189	572332	106	59
1190	572949	68	33
1191	573324	1	1
1192	573338	1	1
1193	573352	43	23
1194	573601	43	20
1195	573835	7	3
1196	573878	1	1
1197	573892	19	13
1198	574021	61	33
1199	574386	1	1
1200	574400	1	1
1201	574414	51	24
1202	574710	138	37
1203	575282	202	65
1204	576174	28	17
1205	576361	78	42
1206	576828	7	5
1207	576886	98	41
1208	577356	126	27
1209	577903	1	1
1210	577917	1	1
1211	577931	108	43
1212	578461	1	1
1213	578475	14	11
1214	578583	74	46
1215	579048	26	14
1216	579217	32	22
1217	579439	51	30
1218	579772	191	76
1219	580734	129	49
1220	581412	1	1
1221	581426	30	22
1222	581647	1	1
1223	581661	1	1
1224	581675	142	50
1225	582359	1	1
1226	582373	1	1
1227	582387	1	1
1228	582401	6	6
1229	582452	1	1
1230	582466	1	1
1231	582480	4	3
1232	582514	1	1
1233	582528	62	23
1234	582857	11	6
1235	582926	4	4
1236	582965	110	60
1237	583614	1	1
1238	583628	1	1
1239	583642	239	88
1240	584703	38	22
1241	584941	1	1
1242	584955	327	49
1243	586282	1	1
1244	586296	107	14
1245	586715	66	41
1246	587121	61	55
1247	587545	70	55
1248	587993	4	2
1249	588026	18	3
1250	588105	285	105
1251	589428	7	6
1252	589490	1	1
1253	589504	35	22
1254	589728	19	10
1255	589831	23	12
1256	589962	3	2
1257	589989	1	1
1258	590003	268	51
1259	591044	2	1
1260	591060	157	75
1261	591918	131	104
1262	592620	18	8
1263	592725	1	1
1264	592739	24	8
1265	592885	1	1
1266	592899	17	9
1267	593007	170	76
1268	593908	6	4
1269	593957	365	95
1270	595583	1	1
1271	595597	1	1
1272	595611	1	1
1273	595625	1	1
1274	595639	1	1
1275	595653	1	1
1276	595667	50	19
1277	595941	326	90
1278	597303	1036	57
1279	600507	13	7
1280	600593	62	18
1281	600864	9	9
1282	600949	149	79
1283	601782	131	42
1284	602410	6	5
1285	602461	288	95
1286	603840	7	5
1287	603892	1	1
1288	603906	203	58
1289	604845	1	1
1290	604859	1	1
1291	604873	13	8
1292	604970	3	3
1293	605003	87	26
1294	605403	10	8
1295	605487	179	34
1296	606180	501	93
1297	608244	51	20
1298	608499	44	27
1299	608750	485	48
1300	610282	12	8
1301	610380	77	41
1302	610808	1722	110
1303	615238	282	107
1304	616601	1	1
1305	616616	5	4
1306	616661	52	33
1307	617001	510	77
1308	618618	49	13
1309	618868	103	40
1310	619385	146	53
1311	620115	232	40
1312	620986	19	17
1313	621131	3	3
1314	621164	35	12
1315	621340	2	1
1316	621357	80	68
1317	621818	10	8
1318	621896	67	28
1319	622241	2	2
1320	622263	3	3
1321	622296	1	1
1322	622311	1	1
1323	622326	5	5
1324	622373	392	84
1325	624055	10	8
1326	624133	20	14
1327	624275	16	5
1328	624358	7	3
1329	624406	10	4
1330	624479	115	20
1331	624921	421	12
1332	626499	81	9
1333	626776	656	38
1334	628407	129	35
1335	629023	5	4
1336	629066	44	12
1337	629283	1	1
1338	629298	144	27
1339	629952	12	8
1340	630036	55	29
1341	630328	33	16
1342	630525	14	8
1343	630627	13	5
1344	630708	507	10
1345	632401	154	42
1346	633101	77	24
1347	633499	5	3
1348	633541	23	17
1349	633705	22	11
1350	633848	16	6
1351	633943	44	18
1352	634184	21	8
1353	634309	15	8
1354	634406	7	5
1355	634462	24	9
1356	634594	25	11
1357	634756	13	9
1358	634853	101	22
1359	635334	164	19
1360	635989	136	29
1361	636620	34	11
1362	636766	51	25
1363	637045	2	2
1364	637068	119	23
1365	637626	9	5
1366	637695	9	8
1367	637771	156	21
1368	638435	16	8
1369	638539	46	9
1370	638738	29	10
1371	638899	6	5
1372	638951	10	7
1373	639027	26	12
1374	639181	28	4
1375	639329	386	28
1376	640759	44	12
1377	640960	12	9
1378	641052	28	12
1379	641215	5	4
1380	641259	3672	213
1381	652371	22	14
1382	652509	1	1
1383	652524	7	4
1384	652575	7	4
1385	652624	7	2
1386	652660	13	8
1387	652749	4	4
1388	652790	33	24
1389	653013	1	1
1390	653028	10	7
1391	653093	97	29
1392	653552	1	1
1393	653567	155	31
1394	654268	14	9
1395	654363	38	6
1396	654524	373	75
1397	656076	82	24
1398	656495	6	4
1399	656542	4	4
1400	656582	14	10
1401	656686	1	1
1402	656701	1	1
1403	656716	4	3
1404	656755	56	18
1405	657051	6	3
1406	657099	23	13
1407	657241	1728	71
1408	662072	1	1
1409	662087	138	60
1410	662814	15	10
1411	662928	26	8
1412	663061	1	1
1413	663076	606	67
1414	665467	262	82
1415	666649	39	28
1416	666931	1	1
1417	666946	2	2
1418	666972	13	5
1419	667053	342	54
1420	668344	47	16
1421	668559	268	89
1422	669851	75	34
1423	670284	1	1
1424	670299	510	36
1425	672036	41	25
1426	672292	1	1
1427	672307	1	1
1428	672322	2	2
1429	672346	1	1
1430	672361	1	1
1431	672376	2	2
1432	672398	1	1
1433	672413	1	1
1434	672428	1	1
1435	672443	38	19
1436	672659	9	8
1437	672737	66	33
1438	673105	574	81
1439	675155	1	1
1440	675170	30	17
1441	675352	2	2
1442	675377	21	12
1443	675526	3	2
1444	675554	51	36
1445	675894	208	54
1446	676768	31	15
1447	676939	1	1
1448	676954	91	35
1449	677415	76	33
1450	677783	23	17
1451	677947	149	48
1452	678647	17	13
1453	678771	9	9
1454	678850	1	1
1455	678865	83	46
1456	679347	2	2
1457	679372	181	110
1458	680398	1	1
1459	680413	81	52
1460	680899	7	7
1461	680967	1	1
1462	680982	35	24
1463	681204	412	101
1464	682724	1184	85
1465	686013	765	111
1466	688505	4	4
1467	688540	13	8
1468	688635	3	3
1469	688667	448	31
1470	689886	380	74
1471	691413	1147	147
1472	695432	641	154
1473	697976	709	94
1474	700760	49	35
1475	701067	448	110
1476	702767	57	12
1477	703020	39	4
1478	703217	22	7
1479	703329	2	2
1480	703353	16	5
1481	703452	1	1
1482	703465	14	5
1483	703558	7	7
1484	703621	19	8
1485	703749	24	11
1486	703888	97	21
1487	704263	18	15
1488	704395	700	32
1489	706939	9	2
1490	706996	3	2
1491	707026	49	18
1492	707319	7	2
1493	707369	3	3
1494	707400	2	2
1495	707420	2	2
1496	707444	3	3
